Year,Date,Time,Operator,Flight,Fatalities,Summary,Location,Latitude,Longitude,geometry
2000,5/25/2000,,Philippine Air Lines,812,1,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.","Manila, Philippines",14.5906216,120.9799696,POINT (14.5906216 120.9799696)
2000,5/31/2000,19:05,Whyalla Airlines,904,8,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.","Whyalla, Australia",-33.04552225,137.4292617,POINT (-33.04552225 137.429261711244)
2000,6/5/2000,11:35,Ghana Airlink,200,7,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.","Accra, Ghana",5.5600141,-0.2057437,POINT (5.560014099999999 -0.2057437)
2000,6/22/2000,1:16,Wuhan Airlines,343,44,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.","Shitai, China",30.2131783,117.4760338,POINT (30.2131783 117.4760338)
2000,6/23/2000,11:41,Universal Jet Aviation,,3,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.,"Boca Raton, Florida",26.3586885,-80.0830984,POINT (26.3586885 -80.08309840000003)
2000,6/27/2000,,Military - Japanese Air Self-Defence Force,,5,Crashed into the sea during a test flight.,"Shimano, Japan",34.55947825,135.4654903,POINT (34.55947825 135.465490301481)
2000,7/2/2000,10:50,Military - Philippine Air Force,,14,"Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.","Cagayancillo, Philippines",9.68441895,121.191261,POINT (9.68441895 121.191261036286)
2000,7/8/2000,19:50,Aerocaribe,7831,19,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.","Villahermosa, Mexico",18.0018152,-92.93304015,POINT (18.0018152 -92.93304014837507)
2000,7/9/2000,8:37,CORAL Colombia,,13,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.","Villavicencio, Colombia",4.1315113,-73.6206667,POINT (4.1315113 -73.6206667)
2000,7/13/2000,0:34,Win Win Aviation,,1,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.","Raleigh, North Carolina",35.7803977,-78.6390989,POINT (35.7803977 -78.63909890000002)
2000,7/17/2000,7:34,Indian Airlines/Alliance Airlines,7412,55,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a ""go-around procedure"" instead of an ""approach to stall recovery procedure"" resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.","Patna, India",25.6093239,85.1235252,POINT (25.6093239 85.1235252)
2000,7/19/2000,0:30,Airwave Transport,9807,2,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.","Linneus, Maine",46.038923,-67.960052,POINT (46.038923 -67.960052)
2000,7/20/2000,13:12,Allied Air Freight,,2,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,"Nassau, Bahamas",25.0783456,-77.3383331,POINT (25.0783456 -77.33833309999999)
2000,7/21/2000,10:20,Blue Hawaiian Helicopters,,7,"The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.","Maui, Hawaii",20.8029568,-156.3106833,POINT (20.8029568 -156.310683316022)
2000,7/25/2000,16:44,Air France,4590,109,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history. The French government convicted Continental and a Continental mechanic of a crime but an appeals court reversed the decision.","Gonesse, France",48.9863555,2.4500537,POINT (48.9863555 2.4500537)
2000,7/26/2000,6:00,Military - Royal Jordanian Air Force,,13,Crashed on a training flight.,"Mafraq, Jordan",32.5363788,38.13152652,POINT (32.5363788 38.131526523126)
2000,7/27/2000,10:31,Royal Nepal Airlines,,25,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.","Jatra, Nepal",27.7136089,85.3102021,POINT (27.7136089 85.3102021)
2000,8/2/2000,8:45,Air taxi - Lider Air Taxi,,6,"The helicopter exploded and crashed from a height of 1,000 ft.","Cubatao, Brazil",-23.8857982,-46.4241869,POINT (-23.8857982 -46.4241869)
2000,8/6/2000,15:55,Military - Fuerza Aérea de Chile,-,14,The aircraft crashed into a volcano after the pilot reported he was diverting to Puerto Montt because of ice formation on the wings. The wreckage was found 15 days later.,"Puerto Montt, Chile",-41.4718121,-72.939621,POINT (-41.4718121 -72.939621)
2000,8/9/2000,8:00,Patuxent Airways / Private,,11,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.","Burlington Township, New Jersey",40.072587,-74.88700756,POINT (40.072587 -74.8870075583862)
2000,8/12/2000,,Staer Air,,27,The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.,"Tshikapa, Congo",-6.41621,20.79995,POINT (-6.41621 20.79995)
2000,8/23/2000,19:30,Gulf Air,72,143,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a ""spatial disorientation"" to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.","Manama, Bahrain",26.2235041,50.5822436,POINT (26.2235041 50.5822436)
2000,9/2/2000,,Military - Fuerza Aérea Colombiana,,7,Flew into Mt. Montezuma.,"Mount Montezuma, Colombia",8.6214646,-75.9167084,POINT (8.621464599999999 -75.9167084)
2000,9/4/2000,15:10,Charter - Central Air,,8,"Shortly after departing Perth and after the aircraft had climbed through its assigned altitude, the pilot’s speech became significantly impaired and he appeared unable to respond to ATS instructions. Open microphone transmissions over the next 8-minutes revealed the progressive deterioration of the pilot towards unconsciousness and the absence of any sounds of passenger activity in the aircraft. No human response of any kind was detected for the remainder of the flight. Five hours after taking off from Perth, the aircraft impacted the ground 65 km ESE of Burketown, Queensland, and was destroyed. Incapacitation of the pilot and passengers a result of hypobaric hypoxia due to the aircraft being fully or partially unpressurised and their not receiving supplemental oxygen. The investigation could not determine the reason for the aircraft being unpressurised, or why the pilot and passengers did not receive supplemental oxygen.","Burketown, Australia",-17.7400597,139.5465396,POINT (-17.7400597 139.5465396)
2000,9/16/2000,9:25,Military - Sri Lanka Air Force,,14,"The Air Force helicopter was on a domestic flight when it cashed into mountainous terrain 75 km from Colombo. The helicopter’s pilot had contacted air traffic controllers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed.","Kumarapura, Sri Lanka",7.622919,80.68822,POINT (7.622919 80.68822)
2000,10/6/2000,16:55,Aeromexico,250,0,"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground.","Reynosa, Mexico",26.0704018,-98.2963932,POINT (26.07040180000001 -98.2963932)
2000,10/8/2000,15:20,Summit Air Charters,,3,"The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident.","Port Radium, Northwest Territories, Canada",66.0850119,-118.0359938,POINT (66.0850119 -118.0359938)
2000,10/10/2000,14:52,Bombardier Aerospace,,2,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.","Wichita, Kansas",37.6922361,-97.3375448,POINT (37.6922361 -97.3375448)
2000,10/16/2000,17:33,Private,,3,"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.","Hillsboro, Missouri",38.2322766,-90.5629034,POINT (38.2322766 -90.56290340000001)
2000,10/19/2000,12:12,Lao Aviation,703,8,"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua.","Sam Neua, Laos",20.4151514,104.047364,POINT (20.4151514 104.047364)
2000,10/25/2000,18:15,Military - Russian Air Force,,86,"Communications were lost with the aircraft as it approached Mt. Tirina at 4,250 feet, preparing to land at Batumi. The aircraft was seen rapidly descending into mountainous terrain. A large explosion followed as the plane crashed somewhere between the towns of  Batumi and Kabuleti in heavy rain. Navigation error made by the crew in the final stage of the landing approach. Error by the Batumi ATC who failed to locate the plane and conform it to the crew. Erroneous data shown by ground radio-technical facilities at Batumi airport.","Batumi, Republic of Georgia",41.6509502,41.6360085,POINT (41.6509502 41.6360085)
2000,10/31/2000,11:27,Aca-Ancargo,,44,The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,"Monaquimbundo, Angola",-37.804678,-72.702036,POINT (-37.804678 -72.70203599999998)
2000,10/31/2000,23:17,Singapore Airlines,6,83,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.","Taipei, Taiwan",25.0375198,121.5636796,POINT (25.0375198 121.5636796)
2000,11/7/2000,,Malu Aviation,,2,"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.","Luabo, Democratic Republic Congo",-10,24.81667,POINT (-10 24.81667)
2000,11/9/2000,1:23,Superior Aviation,,1,"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.","Fort Wayne, Indiana",41.0799898,-85.1386015,POINT (41.0799898 -85.13860150000002)
2000,11/15/2000,13:05,Asa Pesada,,57,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,"Luanda, Angola",-8.8272699,13.2439512,POINT (-8.827269900000003 13.2439512)
2000,11/20/2000,12:22,American Airlines,,1,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.","Miami, Florida",25.7742658,-80.1936589,POINT (25.7742658 -80.1936589)
2000,12/11/2000,14:45,Servicio Aereo Manchupo,,6,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.","Sumacal, Beni, BO",-12.9482581,-65.1120651,POINT (-12.9482581 -65.11206510000001)
2001,1/4/2001,,Military - People's Liberation Army,,16,Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.,"Zheng Zou AB, China",35.4276942,117.0460455,POINT (35.42769420000001 117.0460455)
2001,1/8/2001,,Military - Tentara Nasional Indonesia Navy,,9,"Struck Timika Peak at 11,800 ft. shortly after taking off. Controlled flight into terrain.","Silimo, Indonesia",-4.480476,138.9316798,POINT (-4.480476 138.9316798)
2001,1/23/2001,21:35,Majestic Air Cargo,,2,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.","Eider Point, Alaska",53.9583518,-166.5899634,POINT (53.9583518 -166.5899634)
2001,1/25/2001,18:15,Rutaca Airlines,224,24,The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,"Ciudad Bolivar, Venezuela",8.1080955,-63.551078,POINT (8.108095500000001 -63.551078)
2001,1/27/2001,17:37,North Bay Charter,,10,"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation. Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.","Byers, Colorado",39.709152,-104.2219965,POINT (39.709152 -104.221996529712)
2001,1/31/2001,16:50,Lineas Aereas Suramericanas,,3,"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.","El Yopal, Colombia",5.3356662,-72.3936931,POINT (5.3356662 -72.39369309999999)
2001,2/8/2001,15:40,E.A.S. Aeroservizi,,3,"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.","Nurnberg, Germany",49.453872,11.077298,POINT (49.453872 11.077298)
2001,2/8/2001,19:20,Northern Illinois Flight Center,,2,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.","Beaver Island, Minnesota",48.0635145,-91.4880411,POINT (48.0635145 -91.48804110467189)
2001,2/10/2001,,Gum Air Charter,,10,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.","Jacob Kondre, Suriname",5.7549345,-54.41505569,POINT (5.7549345 -54.4150556926683)
2001,2/27/2001,17:30,Loganair,670,2,Double engine failure on take off cause the cargo plane to ditch in Firth of the Forth estuary. Icing.,"Granton Harbour, Scotland",55.9840171,-3.220368995,POINT (55.9840171 -3.22036899516108)
2001,3/3/2001,9:55,Military - Florida Army National Guard,,21,"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.","Unadilla, Georgia",32.2617378,-83.7364358,POINT (32.26173780000001 -83.7364358)
2001,3/3/2001,14:48,Thai Airways,114,1,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.","Bangkok, Thailand",13.7542529,100.493087,POINT (13.7542529 100.493087)
2001,3/15/2001,,Vnukovo Airlines,,3,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.","Medina, Saudi Arabia",24.471153,39.6111216,POINT (24.471153 39.6111216)
2001,3/24/2001,16:30,Air Caraibes,1501,19,The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. Barthélémy. While attempting to land at St. Barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.,"Gustavia, St. Barthélémy, French West Indies",53.506377,-113.656323,POINT (53.506377 -113.656323)
2001,3/26/2001,18:25,Merpati Nusantara Airlines,,3,"While approaching Juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.","Jadura, Indonesia",-1.003189,101.972332,POINT (-1.003189 101.972332)
2001,3/29/2001,19:01,Jetwingsco Inc. - Private Charter,-,18,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.","Aspen, Colorado",39.1911128,-106.8235606,POINT (39.1911128 -106.8235606)
2001,4/4/2001,,Military - Sudan Air Force,,14,"The aircraft crashed on takeoff during a sandstorm, killing Sudan's deputy defense minister and 13 high-ranking military officers.","Adar Yeil, Sudan",14.5419,32.6955,POINT (14.5419 32.6955)
2001,4/7/2001,15:30,SFC Vietnam - Charter - Full Account,,16,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.","Thanh Tranh Village, Vietnam",11.2291839,106.389979,POINT (11.2291839 106.389979)
2001,4/28/2001,5:15,Private - Techint  group,,10,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.","Roque Perez, Argentina",-35.3964431,-59.3312128,POINT (-35.39644310000001 -59.3312128)
2001,5/16/2001,13:15,Military - Turkish Air Force,,34,"The aircraft went into a steep dive from 17,000 feet and crashed into a field. Hydraulic failure caused by ice.","Malatya, Turkey",38.3483098,38.3178715,POINT (38.3483098 38.3178715)
2001,5/17/2001,12:21,Fuerza Aérea Argentina,,5,Shortly after taking off the plane veered to the right and crashed into a field. Engine failure.,"Mendoza, Argentina",-34.78719615,-68.43807124,POINT (-34.78719615 -68.43807123826871)
2001,5/17/2001,7:45,Faraz Qeshm Airlines,,30,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking off from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.","Sari, Iran",36.5659598,53.0587229,POINT (36.5659598 53.05872289999999)
2001,5/22/2001,16:35,Military - Russian Air Force,,7,Crashed while en route.,"Myakotino, Russia",56.42725,30.28981,POINT (56.42725 30.28981)
2001,6/15/2001,14:30,Manunggal Air,,1,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.","Jayapura, Indonesia",-2.5387539,140.7037389,POINT (-2.5387539 140.7037389)
2001,7/4/2001,2:08,Vladivostokavia,352,145,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned. Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed.","Irkutsk, Russia",52.289597,104.280586,POINT (52.289597 104.280586)
2001,7/5/2001,11:40,Private  - Daewoo Shipbuilding,,8,"After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.","Chinhae, South Korea",35.294952,128.870991,POINT (35.294952 128.870991)
2001,7/12/2001,12:05,Private - Overtec Company,,13,The aircraft crashed and burned moments after taking off from General Bartholomew Salóm Airport during a National Guard demonstration. The right engine appeared to have failed at a critical stage in the takeoff. There were 8 civilians and 5 military personnel board.,"Puerto Cabello, Venezuela",10.4680625,-68.0098561,POINT (10.4680625 -68.00985609999999)
2001,7/14/2001,8:53,Russ Air Transport Company,,10,"The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.","Moscow, Russia",55.7504461,37.6174943,POINT (55.7504461 37.6174943)
2001,8/5/2001,4:43,Naske Air,,3,The cargo plane crashed into a hill and broke up. Crew did not follow standard operating procedures. Crew fatigue.,"Reykjavík, Iceland",64.24450355,-21.76926357,POINT (64.24450355 -21.7692635721513)
2001,8/10/2001,14:35,Papillon Grand Canyon Helicopters of Las Vegas,,6,"The sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot Grand Wash Cliffs just outside the boundaries of Grand Canyon National Park. The aircraft was returning to McCarran International Airport where it had originated. Besides the pilot, all victims, including the one survivor, were members of the same family. The pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. Factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.","Meadview, Arizona",36.0022091,-114.0682936,POINT (36.0022091 -114.0682936)
2001,8/23/2001,,Victoria Airlines,,4,After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.,"Mugogo, Democratic Republic Congo",-3.3324,30.6046,POINT (-3.3324 30.6046)
2001,8/24/2001,18:46,Air Transat,236,0,"The crew reported that they had a loss of fuel and were going to have to divert to Lajes AFB. Shortly thereafter, they said that they only had five minutes of fuel and probably would not reach Lajes. The Airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at Lajes Airport. Several tires blew out causing a fire which was quickly extinguished by emergency crews.  Eleven passengers were slightly injured. The leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulic pump. Mechanics did not completely follow a Rolls-Royce service bulletin. In addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. The official report stated the cause was the pilots responded incorrectly to the fuel leak.  The pilots acted from memory rather than utilizing a checklist, so they never saw a ""Caution"" note in the Fuel Imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.","Lajes, Terceira, Azores",38.7669312,-27.1031772,POINT (38.7669312 -27.1031772)
2001,8/24/2001,5:42,Ameristar Jet Charter,,2,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.","Ithaca, New York",42.4396039,-76.4968019,POINT (42.4396039 -76.49680190000002)
2001,8/29/2001,10:15,Binter Mediterráneo,8261,4,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in Málaga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.","Malaga, Spain",36.7213028,-4.4216366,POINT (36.7213028 -4.421636599999999)
2001,9/11/2001,9:03,United Air Lines,175,65,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day.","New York City, New York",40.7127281,-74.0060152,POINT (40.7127281 -74.00601519999999)
2001,9/11/2001,10:03,United Air Lines,93,44,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.,"Shanksville, Pennsylvania",40.0175017,-78.9071878,POINT (40.0175017 -78.9071878)
